Geneid	all_features_anno	WT1	WT2	WT3	WT4	KO1	KO2	KO3	KO4
ENSMUSG00000084381	AA413626	1	0	63	28	0	0	0	0
ENSMUSG00000020396	Nefh	230	0	136	50	669	289	337	258
ENSMUSG00000009090	Ap1b1	523	1619	415	638	2333	311	1264	1109
ENSMUSG00000104880	NA	0	0	0	0	0	0	0	0
ENSMUSG00000088634	LOC115487911	0	0	0	0	0	0	0	0
ENSMUSG00000034201	Gas2l1	0	0	0	0	0	0	0	0
ENSMUSG00000034209	Rasl10a	138	3	0	0	0	0	0	0
ENSMUSG00000009079	Ewsr1	1001	382	1180	956	1555	655	1236	2298
ENSMUSG00000034175	Rhbdd3	7	316	233	122	387	191	481	327
ENSMUSG00000034164	Emid1	11	720	1	112	8	1	1	59
ENSMUSG00000020393	Kremen1	141	0	170	34	10	87	2	127
ENSMUSG00000064632	Gm25142	0	0	0	0	0	0	0	0
ENSMUSG00000118486	NA	0	0	0	0	0	0	0	0
ENSMUSG00000041961	Znrf3	217	372	654	240	756	110	363	675
ENSMUSG00000085232	Gm11962	0	0	0	0	0	0	0	14
ENSMUSG00000085189	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020484	Xbp1	542	1262	1627	770	355	92	816	878
ENSMUSG00000020482	Ccdc117	122	265	84	1	189	7	274	515
ENSMUSG00000077304	Gm22471	0	0	0	0	0	0	0	0
ENSMUSG00000020481	Ankrd36	0	0	0	0	0	0	0	0
ENSMUSG00000081021	Gm11964	10	15	10	9	24	11	15	46
ENSMUSG00000081691	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020477	Mrps24	783	1857	1152	562	2683	567	1599	2329
ENSMUSG00000049680	Urgcp	67	5	648	47	412	29	164	463
ENSMUSG00000083844	Ube2d-ps	0	203	212	93	463	41	149	469
ENSMUSG00000020476	Dbnl	815	1153	744	902	1063	273	1291	1922
ENSMUSG00000020475	Pgam2	0	0	0	29	27	0	0	0
ENSMUSG00000080904	NA	2	1	5	2	7	0	0	5
ENSMUSG00000020474	Polm	0	0	4	121	117	4	66	0
ENSMUSG00000020473	Aebp1	0	0	0	0	0	0	0	0
ENSMUSG00000020471	Pold2	1163	169	1388	781	1184	708	1336	2791
ENSMUSG00000020469	Myl7	0	0	0	0	0	0	0	0
ENSMUSG00000041798	Gck	0	0	0	0	0	0	0	0
ENSMUSG00000084819	NA	0	0	0	0	0	0	0	0
ENSMUSG00000002741	Ykt6	74	2	1	31	179	87	469	123
ENSMUSG00000057897	Camk2b	0	6	151	91	0	2	175	5
ENSMUSG00000053838	Nudcd3	427	55	412	213	154	158	362	1082
ENSMUSG00000083022	NA	54	154	45	21	96	19	79	58
ENSMUSG00000083209	NA	0	0	0	0	0	29	0	0
ENSMUSG00000096923	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020447	Npc1l1	0	1	0	0	0	0	0	0
ENSMUSG00000081153	Gm11401	17	4	9	3	14	3	13	9
ENSMUSG00000004393	Ddx56	751	1986	465	804	948	284	1903	791
ENSMUSG00000004394	Tmed4	510	9	1440	434	868	144	619	785
ENSMUSG00000077524	NA	6	0	10	1	0	0	3	0
ENSMUSG00000020456	Ogdh	552	222	206	130	1716	544	861	801
ENSMUSG00000041164	Zmiz2	321	320	54	151	398	219	729	594
ENSMUSG00000098516	Mir7651	0	0	0	0	0	0	0	0
ENSMUSG00000071866	Ppia	9686	11354	14667	8987	25991	9190	17101	28773
ENSMUSG00000041126	H2az2	2312	3176	2273	1483	2312	1548	2194	4096
ENSMUSG00000079988	NA	10	23	28	11	15	9	26	27
ENSMUSG00000083693	NA	2	1	0	1	1	1	1	6
ENSMUSG00000084280	NA	0	0	0	0	0	0	0	0
ENSMUSG00000094483	Purb	52	37	172	112	308	102	73	356
ENSMUSG00000092885	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086839	NA	0	0	0	0	0	0	0	27
ENSMUSG00000020437	Myo1g	62	4	1007	87	337	155	407	228
ENSMUSG00000085156	Snhg15	194	259	707	368	1283	340	471	970
ENSMUSG00000064513	LOC115487884	0	0	0	0	0	0	0	0
ENSMUSG00000088688	Gm24000	0	0	0	0	0	0	0	0
ENSMUSG00000000378	Ccm2	776	1179	1040	467	1565	512	764	389
ENSMUSG00000084231	NA	0	0	1	0	0	0	0	2
ENSMUSG00000041073	Nacad	3	0	0	0	0	0	0	0
ENSMUSG00000000384	Tbrg4	474	134	368	406	836	292	566	289
ENSMUSG00000064495	Gm24313	0	0	0	0	0	0	0	0
ENSMUSG00000065686	NA	0	0	0	0	0	0	0	0
ENSMUSG00000000381	Wap	0	0	0	0	0	0	0	0
ENSMUSG00000086373	Gm11978	0	0	0	0	0	0	0	0
ENSMUSG00000041046	Ramp3	1	0	0	0	0	0	0	102
ENSMUSG00000083075	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086808	Gm11981	0	0	0	0	0	0	0	0
ENSMUSG00000080833	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083819	Gm11977	3	0	0	2	3	2	2	1
ENSMUSG00000082579	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082897	NA	0	0	0	0	0	0	0	0
ENSMUSG00000099102	Gm11983	0	0	0	0	0	0	0	0
ENSMUSG00000082333	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020431	Adcy1	0	0	0	0	0	0	0	0
ENSMUSG00000087512	Ccdc201	0	0	0	0	0	0	0	0
ENSMUSG00000020429	Igfbp1	0	0	0	0	0	0	0	0
ENSMUSG00000020427	Igfbp3	0	0	0	0	0	0	0	0
ENSMUSG00000087637	NA	0	0	0	0	0	0	0	0
ENSMUSG00000098853	Gm27393	0	0	0	0	0	0	0	0
ENSMUSG00000084318	NA	0	0	0	0	0	0	0	0
ENSMUSG00000089247	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082459	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083553	NA	2	6	3	2	3	0	4	7
ENSMUSG00000020422	Tns3	19	1	2	88	47	5	0	0
ENSMUSG00000081539	Gm11990	0	0	0	0	0	0	0	0
ENSMUSG00000046634	Pkd1l1	0	0	0	0	0	0	0	0
ENSMUSG00000082095	NA	0	0	1	2	0	0	2	0
ENSMUSG00000020413	Hus1	69	636	9	95	165	73	244	497
ENSMUSG00000040985	Sun3	0	0	0	0	0	0	0	0
ENSMUSG00000040978	Gm11992	0	0	0	0	0	0	0	0
ENSMUSG00000020407	Upp1	546	961	27	126	39	80	222	229
ENSMUSG00000101841	NA	22	46	24	26	53	22	47	39
ENSMUSG00000004668	Abca13	0	0	0	0	0	0	0	0
ENSMUSG00000104137	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081629	NA	8	13	11	11	10	5	9	10
ENSMUSG00000082312	Gm11996	0	0	0	0	0	0	0	0
ENSMUSG00000084045	NA	0	0	0	0	0	0	0	0
ENSMUSG00000050830	Vwc2	0	0	0	3	1	0	1	13
ENSMUSG00000088861	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020193	Zpbp	0	0	14	0	0	0	0	0
ENSMUSG00000082875	Gm12598	0	0	0	0	0	0	0	0
ENSMUSG00000064766	Gm26458	0	0	0	0	0	0	0	0
ENSMUSG00000081325	NA	5	2	2	1	3	0	1	3
ENSMUSG00000020191	Spata48	0	0	0	0	6	0	0	0
ENSMUSG00000087452	NA	0	0	0	0	0	0	0	67
ENSMUSG00000062511	4930512M02Rik	0	0	0	0	0	0	0	0
ENSMUSG00000085652	NA	0	0	0	0	0	0	0	0
ENSMUSG00000018654	Ikzf1	399	80	719	418	1274	358	540	755
ENSMUSG00000073145	NA	0	0	23	0	49	0	11	0
ENSMUSG00000035455	Fignl1	97	6	318	71	380	178	317	616
ENSMUSG00000020182	Ddc	0	0	0	0	0	0	0	0
ENSMUSG00000086391	1700042O10Rik	0	0	0	0	0	0	0	0
ENSMUSG00000087990	Gm25058	0	0	0	0	0	0	0	0
ENSMUSG00000020176	Grb10	90	963	90	215	54	34	452	376
ENSMUSG00000064802	Gm24036	0	0	0	0	0	0	0	0
ENSMUSG00000083527	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020173	Cobl	0	0	0	0	0	0	0	0
ENSMUSG00000086584	NA	0	0	0	0	0	0	0	0
ENSMUSG00000089034	Gm22156	0	0	0	0	0	0	0	0
ENSMUSG00000088509	Gm22789	0	0	0	0	0	0	0	0
ENSMUSG00000083859	NA	1	1	0	0	4	1	1	4
ENSMUSG00000084055	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085452	4930554G24Rik	0	0	0	0	0	0	0	0
ENSMUSG00000081631	NA	4	2	7	1	5	3	4	5
ENSMUSG00000080734	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085561	1700046C09Rik	0	0	0	0	0	0	0	0
ENSMUSG00000084135	Pom121l12	0	0	0	0	0	0	0	0
ENSMUSG00000083427	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082156	Gm12008	0	0	0	0	0	0	0	0
ENSMUSG00000084183	Gm12009	1	2	2	3	6	2	2	14
ENSMUSG00000064746	Gm24707	0	0	0	0	0	0	0	0
ENSMUSG00000089359	Gm25490	0	0	0	0	0	0	0	0
ENSMUSG00000083292	Gm12010	0	0	0	0	0	0	0	0
ENSMUSG00000104323	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082410	Gm12011	0	0	0	0	0	0	0	0
ENSMUSG00000048834	Vstm2a	0	0	0	0	0	0	0	0
ENSMUSG00000083925	NA	0	0	0	0	0	0	0	0
ENSMUSG00000078974	Sec61g	408	297	773	344	1266	391	782	1037
ENSMUSG00000084347	NA	8	6	13	8	5	3	9	6
ENSMUSG00000101316	NA	5	0	1	0	1	0	3	0
ENSMUSG00000081332	Gm12664	0	0	0	0	0	0	0	0
ENSMUSG00000076337	NA	0	0	0	0	0	0	0	0
ENSMUSG00000064831	Gm25698	0	0	0	0	0	0	0	0
ENSMUSG00000020122	Egfr	0	0	0	0	0	0	0	0
ENSMUSG00000085091	NA	0	0	0	0	0	0	0	0
ENSMUSG00000087060	NA	48	0	0	0	172	0	0	2
ENSMUSG00000044966	Fbxo48	0	0	0	0	0	0	0	0
ENSMUSG00000020120	Plek	1	37	341	0	3	12	0	133
ENSMUSG00000083752	NA	0	0	0	0	0	0	0	0
ENSMUSG00000044629	Cnrip1	55	574	339	149	230	68	3	160
ENSMUSG00000082099	NA	1	1	1	2	0	2	1	0
ENSMUSG00000033953	Ppp3r1	28	132	282	38	302	110	161	67
ENSMUSG00000078970	Wdr92	236	533	323	92	137	26	226	450
ENSMUSG00000020116	Pno1	99	105	252	283	725	153	255	520
ENSMUSG00000000581	C1d	395	393	443	363	1029	227	705	932
ENSMUSG00000082797	NA	0	0	0	0	0	0	0	0
ENSMUSG00000087833	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082411	NA	0	0	0	0	0	0	0	0
ENSMUSG00000016984	Etaa1	61	0	153	0	83	46	50	14
ENSMUSG00000086468	Etaa1os	23	2	78	1	20	23	47	47
ENSMUSG00000084413	Gm12017	1	2	2	4	4	0	0	6
ENSMUSG00000085453	Gm12018	0	0	0	0	0	0	0	0
ENSMUSG00000080826	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081302	Gm12020	0	1	1	1	1	0	0	3
ENSMUSG00000102178	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085675	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082852	NA	0	7	0	0	1	0	1	0
ENSMUSG00000081101	Gm12024	1	0	68	0	0	0	0	0
ENSMUSG00000085806	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065384	Gm23093	0	0	0	0	0	0	0	0
ENSMUSG00000099449	NA	9	0	0	0	0	1	0	0
ENSMUSG00000089390	Gm23021	0	0	0	0	0	0	0	0
ENSMUSG00000085743	NA	60	98	38	64	186	5	34	170
ENSMUSG00000020160	Meis1	613	1051	2939	462	1230	406	1540	1779
ENSMUSG00000104184	NA	0	0	52	2	0	0	29	2
ENSMUSG00000104244	NA	1	347	90	7	0	0	15	2
ENSMUSG00000103828	NA	0	32	112	2	94	28	6	30
ENSMUSG00000084085	NA	2	0	22	10	0	14	3	0
ENSMUSG00000087507	NA	441	489	1051	228	698	270	653	375
ENSMUSG00000086025	4933406G16Rik	0	0	0	0	0	0	0	0
ENSMUSG00000102585	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081054	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082737	Gm12026	1	1	3	3	4	3	3	2
ENSMUSG00000086911	NA	0	0	0	0	0	0	0	0
ENSMUSG00000089210	Gm23386	0	0	0	0	0	0	0	0
ENSMUSG00000082100	Glns-ps1	7	7	10	4	8	7	8	17
ENSMUSG00000083601	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081820	NA	0	0	0	0	0	0	0	0
ENSMUSG00000045671	Spred2	0	0	111	1	19	9	0	15
ENSMUSG00000020152	Actr2	862	2485	1555	866	1921	691	1758	2766
ENSMUSG00000081346	Gm12030	0	0	0	0	0	0	0	0
ENSMUSG00000085035	NA	0	0	4	0	0	31	2	0
ENSMUSG00000084442	Gm26253	0	0	0	0	0	0	0	0
ENSMUSG00000020149	Rab1a	416	711	1764	419	1098	335	306	937
ENSMUSG00000044066	Cep68	63	372	352	44	152	220	135	485
ENSMUSG00000083792	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020142	Slc1a4	0	0	251	2	0	0	1	0
ENSMUSG00000078965	Gm12033	0	0	1	0	2	0	2	1
ENSMUSG00000083878	Gm12034	67	118	83	51	98	54	168	208
ENSMUSG00000049800	Sertad2	654	9	460	244	357	37	481	464
ENSMUSG00000083555	Gm12035	0	2	1	2	5	0	0	4
ENSMUSG00000049659	Aftph	139	107	272	56	311	80	110	576
ENSMUSG00000084252	NA	0	0	0	0	0	0	0	0
ENSMUSG00000042363	Lgalsl	95	2	0	0	42	0	1	77
ENSMUSG00000086749	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082157	NA	0	0	0	0	0	0	0	0
ENSMUSG00000064671	Gm22807	0	0	0	0	0	0	0	0
ENSMUSG00000096061	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020134	Peli1	489	607	160	141	288	216	330	326
ENSMUSG00000084362	NA	0	0	0	1	0	0	0	4
ENSMUSG00000088223	NA	0	0	0	0	0	0	0	0
ENSMUSG00000084259	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082898	Gm12041	0	0	0	0	0	0	0	0
ENSMUSG00000020128	Vps54	63	32	307	49	25	65	41	292
ENSMUSG00000089155	Gm23582	0	0	0	0	3	0	0	0
ENSMUSG00000081868	NA	0	0	0	0	0	0	0	1
ENSMUSG00000084048	NA	0	1	0	0	0	5	0	0
ENSMUSG00000001891	Ugp2	20	0	145	42	102	31	68	53
ENSMUSG00000089555	Mir1933	0	0	0	0	0	0	0	0
ENSMUSG00000087253	NA	0	0	0	0	0	0	0	0
ENSMUSG00000084412	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082607	Gm12045	0	0	0	0	0	0	1	0
ENSMUSG00000082040	NA	0	0	0	0	0	0	0	0
ENSMUSG00000078962	4932414J04Rik	0	0	0	0	0	0	0	0
ENSMUSG00000020321	Mdh1	880	3038	2571	1170	1883	1012	2191	2235
ENSMUSG00000093168	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020319	Wdpcp	0	0	1	0	159	0	179	3
ENSMUSG00000083761	NA	7	8	2	6	11	3	2	24
ENSMUSG00000084004	Gm12047	0	0	0	0	0	0	0	0
ENSMUSG00000082874	Rpl15-ps1	12	22	20	12	17	14	16	39
ENSMUSG00000005917	Otx1	0	0	0	0	0	0	0	0
ENSMUSG00000042302	Ehbp1	6	0	0	7	0	9	51	12
ENSMUSG00000083580	Rpsa-ps3	0	0	0	0	0	0	0	0
ENSMUSG00000085856	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085021	NA	0	0	0	0	0	0	0	0
ENSMUSG00000049904	Tmem17	0	1	0	59	3	0	0	110
ENSMUSG00000086256	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083008	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085979	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085803	NA	0	0	0	0	0	0	0	0
ENSMUSG00000084081	Gm12057	19	0	0	0	0	14	0	0
ENSMUSG00000051650	B3gnt2	50	33	25	18	32	26	57	41
ENSMUSG00000082576	NA	5	4	92	5	1	2	0	11
ENSMUSG00000098650	NA	0	0	0	0	0	0	0	0
ENSMUSG00000092455	NA	0	0	0	0	0	0	0	0
ENSMUSG00000077621	NA	0	0	0	0	0	0	0	0
ENSMUSG00000092626	NA	0	0	44	1	0	0	12	0
ENSMUSG00000065869	Gm24917	0	0	0	0	0	0	0	0
ENSMUSG00000051355	Commd1	341	56	305	228	330	138	282	257
ENSMUSG00000044068	Zrsr1	3	173	18	1	249	8	17	47
ENSMUSG00000007739	Cct4	1385	1161	1811	1255	4243	1577	2506	4647
ENSMUSG00000049811	Fam161a	31	56	0	0	0	5	0	0
ENSMUSG00000088010	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085665	NA	0	38	2	0	0	0	0	0
ENSMUSG00000086366	1700061J23Rik	0	0	0	0	0	0	0	0
ENSMUSG00000088495	Gm24398	0	0	0	0	0	0	0	0
ENSMUSG00000020290	Xpo1	73	70	282	120	426	216	241	307
ENSMUSG00000056342	Usp34	187	318	424	169	508	158	141	292
ENSMUSG00000065591	Gm22753	0	0	0	6	0	0	0	0
ENSMUSG00000020288	Ahsa2	289	30	187	165	182	170	29	475
ENSMUSG00000106362	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086459	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020286	1700093K21Rik	0	0	0	0	0	0	0	0
ENSMUSG00000085415	Selenok-ps1	0	2	0	0	0	0	0	0
ENSMUSG00000042208	0610010F05Rik	1	1	0	46	173	44	37	52
ENSMUSG00000089103	NA	0	1	0	0	0	0	0	3
ENSMUSG00000020283	Pex13	5	414	194	293	54	108	98	196
ENSMUSG00000020280	Pus10	131	427	16	79	346	24	226	240
ENSMUSG00000020275	Rel	34	285	128	109	0	13	199	75
ENSMUSG00000087741	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020273	Papolg	131	3	225	26	132	71	2	56
ENSMUSG00000084769	NA	0	0	0	0	0	0	0	0
ENSMUSG00000084206	NA	0	0	0	0	0	0	0	0
ENSMUSG00000104783	NA	0	0	0	0	0	0	0	0
ENSMUSG00000055010	NA	0	0	5	0	0	0	0	7
ENSMUSG00000085167	NA	0	0	0	0	0	0	0	0
ENSMUSG00000000861	Bcl11a	543	473	1117	592	1520	421	923	895
ENSMUSG00000086612	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085516	4930538E20Rik	0	0	2	3	0	2	0	0
ENSMUSG00000086117	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085579	NA	0	0	0	0	0	0	0	0
ENSMUSG00000087085	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086892	4933430M04Rik	0	0	0	0	0	0	0	0
ENSMUSG00000081767	NA	0	0	0	0	0	0	0	0
ENSMUSG00000088502	NA	0	0	0	0	0	0	0	0
ENSMUSG00000080631	NA	0	0	0	0	0	0	0	0
ENSMUSG00000073103	Gm10466	0	0	0	0	0	0	0	0
ENSMUSG00000087145	NA	0	0	0	0	0	0	0	0
ENSMUSG00000033015	4933427E13Rik	0	0	0	0	0	0	0	0
ENSMUSG00000077669	Gm24255	0	0	0	0	0	0	0	0
ENSMUSG00000086439	Gm12069	0	0	0	0	0	0	0	0
ENSMUSG00000032985	NA	0	2	0	0	0	0	7	0
ENSMUSG00000064761	Gm23514	0	0	0	0	0	0	0	0
ENSMUSG00000099015	Mir6372	0	0	0	0	0	0	0	0
ENSMUSG00000065889	Gm22868	0	0	0	0	0	0	0	0
ENSMUSG00000004018	Fancl	274	9	99	86	263	33	79	238
ENSMUSG00000081811	NA	0	0	0	0	0	0	0	0
ENSMUSG00000064090	Vrk2	67	54	1	53	127	76	55	268
ENSMUSG00000068314	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082038	NA	0	0	0	0	0	0	0	0
ENSMUSG00000069939	NA	0	1	0	0	2	0	3	1
ENSMUSG00000082294	NA	0	0	0	0	0	0	0	0
ENSMUSG00000080987	Gm12073	0	0	0	0	0	0	0	0
ENSMUSG00000083895	NA	0	0	0	0	0	0	0	0
ENSMUSG00000084588	NA	0	0	0	0	0	0	0	0
ENSMUSG00000088654	Gm24850	0	0	0	0	0	0	0	0
ENSMUSG00000088438	Gm25387	0	0	0	0	0	0	0	0
ENSMUSG00000080735	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081658	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082243	NA	0	0	0	0	0	0	0	0
ENSMUSG00000084064	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083201	NA	0	0	0	0	0	0	0	0
ENSMUSG00000032889	NA	0	0	1	0	0	0	0	0
ENSMUSG00000084905	NA	0	0	0	0	0	0	0	0
ENSMUSG00000032878	Ccdc85a	0	0	0	0	0	0	0	0
ENSMUSG00000084966	2810471M01Rik	0	0	0	0	0	0	0	0
ENSMUSG00000076318	Mir216b	0	0	0	0	0	0	0	0
ENSMUSG00000106400	Mir216c	0	0	0	0	0	0	0	0
ENSMUSG00000085510	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065539	Mir216a	0	0	0	0	0	0	0	0
ENSMUSG00000065415	Mir217	0	0	0	0	0	0	0	0
ENSMUSG00000020467	Efemp1	0	0	0	0	0	0	0	0
ENSMUSG00000081695	Rpsa-ps5	8	14	14	5	14	2	12	12
ENSMUSG00000020464	Pnpt1	153	0	369	88	142	17	161	280
ENSMUSG00000086725	NA	109	0	181	42	0	3	59	160
ENSMUSG00000020463	Ppp4r3b	158	44	214	132	817	183	170	564
ENSMUSG00000020462	Cfap36	146	304	241	84	29	201	165	296
ENSMUSG00000083298	Gm12085	0	0	0	0	0	0	0	0
ENSMUSG00000080517	Gm23109	0	0	0	0	0	0	0	0
ENSMUSG00000080827	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082721	Gm12087	0	0	0	0	0	0	0	0
ENSMUSG00000032740	Ccdc88a	95	67	429	32	72	113	212	68
ENSMUSG00000032673	Prorsd1	77	189	349	86	303	114	138	462
ENSMUSG00000085165	NA	0	176	0	1	0	0	0	0
ENSMUSG00000020459	Mtif2	167	168	342	250	594	93	173	372
ENSMUSG00000020460	Rps27a	3780	5663	8074	3482	9165	2610	6666	10265
ENSMUSG00000020461	Clhc1	0	0	0	0	0	0	78	1
ENSMUSG00000081575	NA	0	1	0	0	0	1	1	6
ENSMUSG00000086707	NA	1	1	0	0	0	0	0	0
ENSMUSG00000085893	Gm12091	3	2	4	2	7	6	11	13
ENSMUSG00000084850	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083917	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020458	Rtn4	2	10	212	120	81	49	37	73
ENSMUSG00000044072	Eml6	1	0	102	1	6	0	1	0
ENSMUSG00000078157	Fem1al	2	0	1	7	0	0	0	0
ENSMUSG00000080851	Gm12094	14	20	11	7	28	12	26	28
ENSMUSG00000088135	Gm22588	0	0	0	0	0	0	0	0
ENSMUSG00000080906	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020315	Sptbn1	268	331	659	528	233	114	314	531
ENSMUSG00000101872	NA	0	0	0	0	4	0	0	0
ENSMUSG00000073073	NA	0	0	0	0	0	0	0	0
ENSMUSG00000040919	4930505A04Rik	0	0	0	0	0	0	0	0
ENSMUSG00000060923	Acyp2	0	0	56	4	119	11	27	14
ENSMUSG00000081712	NA	3	0	1	1	4	0	0	3
ENSMUSG00000082078	NA	0	0	14	0	0	0	0	0
ENSMUSG00000081887	Gm12097	0	0	2	0	0	0	2	0
ENSMUSG00000083655	NA	0	0	0	0	0	0	0	0
ENSMUSG00000087474	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083990	NA	0	0	0	0	0	0	0	0
ENSMUSG00000040850	Psme4	13	175	36	266	319	72	25	270
ENSMUSG00000086986	Gm12103	0	0	0	0	0	0	0	0
ENSMUSG00000043999	Gpr75	0	0	0	0	0	0	0	59
ENSMUSG00000020305	Asb3	16	610	166	127	183	78	352	426
ENSMUSG00000084146	Gm12104	0	0	0	0	0	0	0	0
ENSMUSG00000020311	Erlec1	11	6	43	18	280	37	102	55
ENSMUSG00000020309	Chac2	40	232	62	27	219	28	2	192
ENSMUSG00000082213	Gm12102	0	0	0	0	0	0	0	0
ENSMUSG00000082049	NA	0	0	0	0	0	0	0	0
ENSMUSG00000079890	NA	0	0	0	0	0	0	0	0
ENSMUSG00000091195	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020303	Stc2	0	0	0	0	0	0	0	0
ENSMUSG00000044502	Bod1	81	2	184	64	57	81	90	96
ENSMUSG00000103635	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085772	D630024D03Rik	0	0	0	0	0	0	0	0
ENSMUSG00000086335	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020300	Cpeb4	0	0	12	0	70	0	0	14
ENSMUSG00000020299	4930524B15Rik	0	0	0	0	0	0	0	0
ENSMUSG00000020297	Nsg2	0	0	0	0	0	0	0	0
ENSMUSG00000086386	Gm12108	0	0	0	0	0	0	0	1
ENSMUSG00000081613	Gm12109	0	0	1	1	0	0	1	1
ENSMUSG00000020279	Il9r	0	143	7	0	0	1	0	1
ENSMUSG00000040767	Snrnp25	458	826	422	269	1219	280	457	749
ENSMUSG00000020282	Rhbdf1	206	7	62	0	0	3	315	180
ENSMUSG00000020289	Nprl3	192	2	33	50	527	79	121	127
ENSMUSG00000020287	Mpg	35	0	156	27	2	93	94	68
ENSMUSG00000055609	Hba-x	0	0	0	0	0	0	0	0
ENSMUSG00000069919	Hba-a1	353	58	143	114	61249	672	33284	683
ENSMUSG00000073063	Hbq1b	0	0	0	0	176	5	60	5
ENSMUSG00000069917	Hba-a2	40	21	26	25	21706	276	6106	138
ENSMUSG00000020295	Hbq1a	0	0	0	0	0	0	0	0
ENSMUSG00000040711	Sh3pxd2b	0	0	5	0	0	0	88	9
ENSMUSG00000044949	Ubtd2	1	0	12	0	0	0	0	0
ENSMUSG00000044056	Efcab9	0	0	0	0	0	0	1	0
ENSMUSG00000020272	Stk10	121	0	288	3	19	0	51	58
ENSMUSG00000020271	Fbxw11	30	62	704	111	358	80	142	342
ENSMUSG00000098054	Gm8192	0	0	0	0	0	0	0	0
ENSMUSG00000085676	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020270	Smim23	0	0	0	0	0	0	0	0
ENSMUSG00000083303	Gm12110	0	0	0	0	0	0	0	0
ENSMUSG00000085402	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081254	NA	2	0	1	2	4	2	1	3
ENSMUSG00000077836	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081076	Rpsa-ps4	28	50	25	22	29	14	38	51
ENSMUSG00000087318	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057967	Fgf18	0	0	0	0	0	0	0	0
ENSMUSG00000057113	Npm1	4008	4803	7038	4359	14454	3637	6744	12334
ENSMUSG00000099902	NA	5	17	23	20	13	7	10	30
ENSMUSG00000040610	Tlx3	0	0	0	0	0	0	0	0
ENSMUSG00000087501	NA	0	0	0	15	0	0	0	0
ENSMUSG00000040594	Ranbp17	2	286	11	27	164	9	246	23
ENSMUSG00000098456	Gm12117	0	0	0	0	0	0	0	0
ENSMUSG00000069913	NA	0	5	0	0	3	2	0	0
ENSMUSG00000083471	Gm12118	0	0	0	0	0	0	0	0
ENSMUSG00000020159	Gabrp	0	0	0	0	0	0	0	0
ENSMUSG00000073052	NA	0	0	0	0	0	0	0	0
